Appling,6,0,0
Atkinson,4,0,0
Bacon,10,0,0
Baker,9,1,11.1111
Baldwin,26,1,3.8462
Banks,3,0,0
Barrow,40,3,7.5
Bartow,187,11,5.8824
Ben Hill,6,0,0
Berrien,4,0,0
Bibb,42,1,2.381
Bleckley,1,0,0
Brantley,3,1,33.3333
Brooks,6,0,0
Bryan,26,2,7.6923
Bulloch,10,0,0
Burke,14,0,0
Butts,17,0,0
Calhoun,28,1,3.5714
Camden,16,0,0
Candler,4,0,0
Carroll,177,4,2.2599
Catoosa,7,0,0
Charlton,3,0,0
Chatham,117,4,3.4188
Chattahoochee,2,0,0
Chattooga,4,1,25.0
Cherokee,144,5,3.4722
Clarke,77,9,11.6883
Clay,10,1,10.0
Clayton,266,10,3.7594
Clinch,3,0,0
Cobb,550,29,5.2727
Coffee,38,2,5.2632
Colquitt,69,5,7.2464
Columbia,46,0,0
Cook,3,0,0
Coweta,79,2,2.5316
Crawford,2,0,0
Crisp,46,0,0
Dade,1,1,100.0
Dawson,20,1,5.0
DeKalb,645,11,1.7054
Decatur,17,0,0
Dodge,8,0,0
Dooly,28,1,3.5714
Dougherty,939,52,5.5378
Douglas,111,5,4.5045
Early,92,5,5.4348
Echols,1,0,0
Effingham,17,1,5.8824
Elbert,2,0,0
Emanuel,3,0,0
Fannin,10,0,0
Fayette,79,4,5.0633
Floyd,89,3,3.3708
Forsyth,94,1,1.0638
Franklin,3,0,0
Fulton,1124,36,3.2028
Gilmer,3,0,0
Glynn,29,0,0
Gordon,25,3,12.0
Grady,5,0,0
Greene,21,1,4.7619
Gwinnett,525,10,1.9048
Habersham,6,0,0
Hall,196,0,0
Hancock,1,0,0
Haralson,15,0,0
Harris,12,0,0
Hart,3,0,0
Heard,3,1,33.3333
Henry,194,3,1.5464
Houston,79,6,7.5949
Irwin,9,0,0
Jackson,21,0,0
Jasper,6,0,0
Jeff Davis,1,0,0
Jefferson,4,0,0
Jenkins,7,0,0
Johnson,6,0,0
Jones,7,0,0
Lamar,15,0,0
Lanier,5,0,0
Laurens,22,0,0
Lee,195,15,7.6923
Liberty,12,0,0
Lincoln,5,0,0
Long,1,0,0
Lowndes,44,1,2.2727
Lumpkin,9,0,0
Macon,8,0,0
Madison,9,1,11.1111
Marion,3,0,0
McDuffie,13,2,15.3846
McIntosh,3,0,0
Meriwether,17,0,0
Miller,15,0,0
Mitchell,90,10,11.1111
Monroe,13,1,7.6923
Morgan,8,0,0
Murray,11,0,0
Muscogee,53,1,1.8868
Newton,65,2,3.0769
Oconee,32,0,0
Oglethorpe,2,1,50.0
Paulding,60,1,1.6667
Peach,16,2,12.5
Pickens,10,2,20.0
Pierce,28,1,3.5714
Pike,10,0,0
Polk,20,0,0
Pulaski,8,0,0
Putnam,5,0,0
Quitman,3,0,0
Rabun,5,0,0
Randolph,81,4,4.9383
Richmond,74,3,4.0541
Rockdale,85,2,2.3529
Schley,10,1,10.0
Screven,3,0,0
Seminole,12,0,0
Spalding,50,4,8.0
Stephens,11,0,0
Stewart,3,0,0
Sumter,147,6,4.0816
Talbot,6,0,0
Tattnall,3,0,0
Taylor,5,1,20.0
Telfair,4,0,0
Terrell,87,9,10.3448
Thomas,37,0,0
Tift,43,1,2.3256
Toombs,8,1,12.5
Towns,2,0,0
Treutlen,1,0,0
Troup,46,3,6.5217
Turner,16,0,0
Twiggs,2,0,0
Unassigned,489,7,1.4315
Union,3,0,0
Upson,28,0,0
Walker,4,0,0
Walton,24,2,8.3333
Ware,37,3,8.1081
Warren,6,0,0
Washington,11,0,0
Wayne,3,0,0
Webster,4,0,0
Wheeler,1,0,0
White,9,0,0
Whitfield,21,1,4.7619
Wilcox,2,0,0
Wilkes,5,0,0
Wilkinson,3,0,0
Worth,55,3,5.4545
