Appling,1,0,0
Bacon,6,0,0
Baker,4,1,25.0
Baldwin,6,1,16.6667
Banks,3,0,0
Barrow,20,2,10.0
Bartow,144,4,2.7778
Ben Hill,3,0,0
Berrien,2,0,0
Bibb,22,0,0
Bleckley,1,0,0
Brooks,2,0,0
Bryan,8,1,12.5
Bulloch,2,0,0
Burke,8,0,0
Butts,8,0,0
Calhoun,10,1,10.0
Camden,4,0,0
Candler,1,0,0
Carroll,131,1,0.7634
Catoosa,4,0,0
Charlton,1,0,0
Chatham,36,2,5.5556
Chattahoochee,2,0,0
Chattooga,3,0,0
Cherokee,83,4,4.8193
Clarke,51,5,9.8039
Clay,5,0,0
Clayton,122,3,2.459
Clinch,1,0,0
Cobb,293,15,5.1195
Coffee,9,0,0
Colquitt,20,1,5.0
Columbia,24,0,0
Cook,1,0,0
Coweta,42,2,4.7619
Crisp,17,0,0
Dade,1,0,0
Dawson,11,0,0
DeKalb,365,4,1.0959
Decatur,8,0,0
Dodge,3,0,0
Dooly,10,0,0
Dougherty,480,27,5.625
Douglas,55,2,3.6364
Early,34,1,2.9412
Effingham,5,0,0
Emanuel,1,0,0
Fannin,5,0,0
Fayette,48,4,8.3333
Floyd,60,2,3.3333
Forsyth,48,1,2.0833
Franklin,5,0,0
Fulton,624,19,3.0449
Gilmer,1,0,0
Glynn,18,0,0
Gordon,18,1,5.5556
Grady,1,0,0
Greene,8,0,0
Gwinnett,250,4,1.6
Habersham,2,0,0
Hall,69,0,0
Haralson,5,0,0
Harris,3,0,0
Hart,4,0,0
Heard,3,1,33.3333
Henry,90,2,2.2222
Houston,35,4,11.4286
Irwin,3,0,0
Jackson,9,0,0
Jasper,2,0,0
Jeff Davis,0,0,0
Jefferson,2,0,0
Jenkins,1,0,0
Johnson,1,0,0
Jones,4,0,0
Lamar,4,0,0
Laurens,14,0,0
Lee,94,7,7.4468
Liberty,5,0,0
Lincoln,4,0,0
Long,1,0,0
Lowndes,24,1,4.1667
Lumpkin,7,0,0
Macon,2,0,0
Madison,3,1,33.3333
McDuffie,3,0,0
McIntosh,1,0,0
Meriwether,7,0,0
Miller,4,0,0
Mitchell,38,1,2.6316
Monroe,6,0,0
Morgan,2,0,0
Murray,5,0,0
Muscogee,21,0,0
Newton,32,0,0
Oconee,17,0,0
Oglethorpe,1,0,0
Paulding,32,0,0
Peach,7,1,14.2857
Pickens,7,1,14.2857
Pierce,5,0,0
Pike,2,0,0
Polk,16,0,0
Pulaski,4,0,0
Rabun,2,0,0
Randolph,5,0,0
Richmond,41,0,0
Rockdale,45,2,4.4444
Schley,4,0,0
Screven,2,0,0
Seminole,6,0,0
Spalding,16,0,0
Stephens,5,0,0
Stewart,1,0,0
Sumter,37,2,5.4054
Talbot,1,0,0
Tattnall,2,0,0
Taylor,2,0,0
Terrell,46,2,4.3478
Thomas,11,0,0
Tift,24,0,0
Toombs,2,0,0
Troup,19,1,5.2632
Turner,4,0,0
Twiggs,2,0,0
Unassigned,516,2,0.3876
Upson,5,0,0
Walker,2,0,0
Walton,12,0,0
Ware,10,1,10.0
Warren,4,0,0
Washington,4,0,0
Webster,1,0,0
Wheeler,1,0,0
White,3,0,0
Whitfield,10,1,10.0
Wilcox,1,0,0
Wilkes,2,0,0
Wilkinson,2,0,0
Worth,28,1,3.5714
