US,243453,5926,2.4341
Canada,11284,139,1.2318
United Kingdom,34173,2926,8.5623
China,82432,3322,4.03
Netherlands,14788,1341,9.0682
Australia,5116,24,0.4691
Denmark,3573,123,3.4425
France,59929,5398,9.0073
Afghanistan,273,6,2.1978
Albania,277,16,5.7762
Algeria,986,86,8.7221
Andorra,428,15,3.5047
Angola,8,2,25.0
Antigua and Barbuda,9,0,0.0
Argentina,1133,36,3.1774
Armenia,663,7,1.0558
Austria,11129,158,1.4197
Azerbaijan,400,5,1.25
Bahamas,24,1,4.1667
Bahrain,643,4,0.6221
Bangladesh,56,6,10.7143
Barbados,46,0,0.0
Belarus,304,4,1.3158
Belgium,15348,1011,6.5872
Belize,3,0,0.0
Benin,13,0,0.0
Bhutan,5,0,0.0
Bolivia,123,8,6.5041
Bosnia and Herzegovina,533,16,3.0019
Botswana,4,1,25.0
Brazil,8044,324,4.0278
Brunei,133,1,0.7519
Bulgaria,457,10,2.1882
Burkina Faso,288,16,5.5556
Burma,20,1,5.0
Burundi,3,0,0.0
Cabo Verde,6,1,16.6667
Cambodia,110,0,0.0
Cameroon,306,7,2.2876
Central African Republic,3,0,0.0
Chad,8,0,0.0
Chile,3404,18,0.5288
Colombia,1161,19,1.6365
Congo (Brazzaville),22,2,9.0909
Congo (Kinshasa),134,13,9.7015
Costa Rica,396,2,0.5051
Cote d'Ivoire,194,1,0.5155
Croatia,1011,7,0.6924
Cuba,233,6,2.5751
Cyprus,356,10,2.809
Czechia,3858,44,1.1405
Diamond Princess,712,11,1.5449
Djibouti,40,0,0.0
Dominica,12,0,0.0
Dominican Republic,1380,60,4.3478
Ecuador,3163,120,3.7939
Egypt,865,58,6.7052
El Salvador,41,2,4.878
Equatorial Guinea,15,0,0.0
Eritrea,22,0,0.0
Estonia,858,11,1.2821
Eswatini,9,0,0.0
Ethiopia,29,0,0.0
Fiji,7,0,0.0
Finland,1518,19,1.2516
Gabon,21,1,4.7619
Gambia,4,1,25.0
Georgia,134,0,0.0
Germany,84794,1107,1.3055
Ghana,204,5,2.451
Greece,1544,53,3.4326
Grenada,10,0,0.0
Guatemala,47,1,2.1277
Guinea,52,0,0.0
Guinea-Bissau,9,0,0.0
Guyana,19,4,21.0526
Haiti,16,0,0.0
Holy See,7,0,0.0
Honduras,219,14,6.3927
Hungary,585,21,3.5897
Iceland,1319,4,0.3033
India,2543,72,2.8313
Indonesia,1790,170,9.4972
Iran,50468,3160,6.2614
Iraq,772,54,6.9948
Ireland,3849,98,2.5461
Israel,6857,36,0.525
Italy,115242,13915,12.0746
Jamaica,47,3,6.383
Japan,2495,62,2.485
Jordan,299,5,1.6722
Kazakhstan,435,3,0.6897
Kenya,110,3,2.7273
"Korea, South",9976,169,1.6941
Kosovo,125,1,0.8
Kuwait,342,0,0.0
Kyrgyzstan,116,0,0.0
Laos,10,0,0.0
Latvia,458,0,0.0
Lebanon,494,16,3.2389
Liberia,6,0,0.0
Libya,11,1,9.0909
Liechtenstein,75,0,0.0
Lithuania,649,9,1.3867
Luxembourg,2487,30,1.2063
MS Zaandam,9,2,22.2222
Madagascar,59,0,0.0
Malawi,3,0,0.0
Malaysia,3116,50,1.6046
Maldives,19,0,0.0
Mali,36,3,8.3333
Malta,196,0,0.0
Mauritania,6,1,16.6667
Mauritius,169,7,4.142
Mexico,1378,37,2.6851
Moldova,505,6,1.1881
Monaco,60,1,1.6667
Mongolia,14,0,0.0
Montenegro,144,2,1.3889
Morocco,708,44,6.2147
Mozambique,10,0,0.0
Namibia,14,0,0.0
Nepal,6,0,0.0
New Zealand,797,1,0.1255
Nicaragua,5,1,20.0
Niger,98,5,5.102
Nigeria,184,2,1.087
North Macedonia,384,11,2.8646
Norway,5147,50,0.9714
Oman,231,1,0.4329
Pakistan,2421,34,1.4044
Panama,1317,32,2.4298
Papua New Guinea,1,0,0.0
Paraguay,77,3,3.8961
Peru,1414,55,3.8897
Philippines,2633,107,4.0638
Poland,2946,57,1.9348
Portugal,9034,209,2.3135
Qatar,949,3,0.3161
Romania,2738,115,4.2001
Russia,3548,30,0.8455
Rwanda,84,0,0.0
Saint Kitts and Nevis,9,0,0.0
Saint Lucia,13,0,0.0
Saint Vincent and the Grenadines,2,0,0.0
San Marino,245,30,12.2449
Saudi Arabia,1885,21,1.1141
Senegal,195,1,0.5128
Serbia,1171,31,2.6473
Seychelles,10,0,0.0
Sierra Leone,2,0,0.0
Singapore,1049,4,0.3813
Slovakia,426,1,0.2347
Slovenia,897,17,1.8952
Somalia,5,0,0.0
South Africa,1462,5,0.342
Spain,112065,10348,9.2339
Sri Lanka,151,4,2.649
Sudan,8,2,25.0
Suriname,10,0,0.0
Sweden,5568,308,5.5316
Switzerland,18827,536,2.847
Syria,16,2,12.5
Taiwan*,339,5,1.4749
Tanzania,20,1,5.0
Thailand,1875,15,0.8
Timor-Leste,1,0,0.0
Togo,39,2,5.1282
Trinidad and Tobago,94,5,5.3191
Tunisia,455,14,3.0769
Turkey,18135,356,1.9631
Uganda,45,0,0.0
Ukraine,897,22,2.4526
United Arab Emirates,1024,8,0.7812
Uruguay,350,4,1.1429
Uzbekistan,205,2,0.9756
Venezuela,146,5,3.4247
Vietnam,233,0,0.0
West Bank and Gaza,161,1,0.6211
Zambia,39,1,2.5641
Zimbabwe,9,1,11.1111
