Country_Region,Confirmed,Deaths,Mortality Rate
US,121465,2026,1.6679701971761411
Italy,92472,10023,10.838956657150273
China,81999,3299,4.0232197953633575
Spain,73235,5982,8.168225575203113
Germany,57695,433,0.750498310078863
France,38105,2317,6.080566854743473
Iran,35408,2517,7.108563036601898
United Kingdom,17312,1021,5.89764325323475
Switzerland,14076,264,1.875532821824382
Netherlands,9819,640,6.517975353905693
"Korea, South",9478,144,1.519307870858831
Belgium,9134,353,3.8646814101160496
Austria,8271,68,0.8221496796034338
Turkey,7402,108,1.4590651175358011
Canada,5576,61,1.093974175035868
Portugal,5170,100,1.9342359767891684
Norway,4015,23,0.572851805728518
Brazil,3904,111,2.8432377049180326
Australia,3640,14,0.38461538461538464
Israel,3619,12,0.33158331030671456
Sweden,3447,105,3.0461270670147953
Czechia,2631,11,0.41809198023565186
Ireland,2415,36,1.4906832298136645
Denmark,2366,65,2.7472527472527473
Malaysia,2320,27,1.163793103448276
Chile,1909,6,0.3143006809848088
Luxembourg,1831,18,0.9830693610049154
Ecuador,1823,48,2.633022490400439
Japan,1693,52,3.0714707619610158
Poland,1638,18,1.098901098901099
Pakistan,1495,12,0.8026755852842808
Romania,1452,37,2.5482093663911844
Russia,1264,4,0.31645569620253167
Thailand,1245,6,0.48192771084337355
Saudi Arabia,1203,4,0.3325020781379884
South Africa,1187,1,0.08424599831508003
Finland,1167,9,0.7712082262210797
Indonesia,1155,102,8.831168831168831
Philippines,1075,68,6.325581395348837
Greece,1061,32,3.016022620169651
India,987,24,2.43161094224924
Iceland,963,2,0.20768431983385255
Singapore,802,2,0.24937655860349126
Panama,786,14,1.7811704834605597
Dominican Republic,719,28,3.8942976356050067
Mexico,717,12,1.6736401673640167
Diamond Princess,712,10,1.4044943820224718
Argentina,690,18,2.608695652173913
Slovenia,684,9,1.3157894736842104
Peru,671,16,2.384500745156483
Serbia,659,10,1.5174506828528074
Croatia,657,5,0.76103500761035
Estonia,645,1,0.15503875968992248
Colombia,608,6,0.9868421052631579
Qatar,590,1,0.1694915254237288
Egypt,576,36,6.25
Iraq,506,42,8.300395256916996
Bahrain,476,4,0.8403361344537815
United Arab Emirates,468,2,0.4273504273504274
Algeria,454,29,6.387665198237885
New Zealand,451,0,0.0
Lebanon,412,8,1.9417475728155338
Armenia,407,1,0.2457002457002457
Morocco,402,25,6.218905472636816
Lithuania,394,7,1.7766497461928936
Ukraine,356,9,2.528089887640449
Hungary,343,11,3.206997084548105
Bulgaria,331,7,2.1148036253776437
Andorra,308,3,0.974025974025974
Latvia,305,0,0.0
Costa Rica,295,2,0.6779661016949152
Slovakia,292,0,0.0
Taiwan*,283,2,0.7067137809187279
Tunisia,278,8,2.877697841726619
Uruguay,274,0,0.0
Bosnia and Herzegovina,258,5,1.937984496124031
Jordan,246,1,0.40650406504065045
North Macedonia,241,4,1.6597510373443984
Kuwait,235,0,0.0
Moldova,231,2,0.8658008658008658
Kazakhstan,228,1,0.43859649122807015
San Marino,224,22,9.821428571428571
Burkina Faso,207,11,5.314009661835748
Albania,197,10,5.0761421319796955
Azerbaijan,182,4,2.197802197802198
Cyprus,179,5,2.793296089385475
Vietnam,174,0,0.0
Oman,152,0,0.0
Malta,149,0,0.0
Ghana,141,5,3.546099290780142
Senegal,130,0,0.0
Brunei,120,1,0.8333333333333334
Venezuela,119,2,1.680672268907563
Cuba,119,3,2.5210084033613445
Sri Lanka,113,1,0.8849557522123894
Afghanistan,110,4,3.6363636363636362
Uzbekistan,104,2,1.9230769230769231
Mauritius,102,2,1.9607843137254901
Cote d'Ivoire,101,0,0.0
Cambodia,99,0,0.0
West Bank and Gaza,98,1,1.0204081632653061
Honduras,95,1,1.0526315789473684
Belarus,94,0,0.0
Kosovo,91,1,1.098901098901099
Cameroon,91,2,2.197802197802198
Georgia,90,0,0.0
Nigeria,89,1,1.1235955056179776
Montenegro,84,1,1.1904761904761905
Bolivia,74,0,0.0
Trinidad and Tobago,74,3,4.054054054054054
Congo (Kinshasa),65,6,9.230769230769232
Rwanda,60,0,0.0
