Country_Region,Confirmed,Deaths,Mortality Rate
US,243599,5926,2.4326865052812203
Italy,115242,13915,12.074590860970828
Spain,112065,10348,9.233926738946147
Germany,84794,1107,1.305516899780645
China,82432,3322,4.029988354037267
France,59929,5398,9.007325334979727
Iran,50468,3160,6.2613933581675525
United Kingdom,34173,2926,8.562315278143563
Switzerland,18827,536,2.8469750889679712
Turkey,18135,356,1.9630548662806728
Belgium,15348,1011,6.587177482408131
Netherlands,14788,1341,9.068163375710036
Canada,11284,139,1.2318326834455866
Austria,11129,158,1.4197142600413335
"Korea, South",9976,169,1.6940657578187652
Portugal,9034,209,2.3134823998228913
Brazil,8044,324,4.027846842366982
Israel,6857,36,0.5250109377278693
Sweden,5568,308,5.531609195402299
Norway,5147,50,0.9714396735962697
Australia,5116,24,0.46911649726348714
Czechia,3858,44,1.1404872991187145
Ireland,3849,98,2.546115874253053
Denmark,3573,123,3.4424853064651555
Russia,3548,30,0.8455467869222096
Chile,3404,18,0.5287896592244419
Ecuador,3163,120,3.7938665823585205
Malaysia,3116,50,1.6046213093709885
Poland,2946,57,1.9348268839103868
Romania,2738,115,4.200146092037984
Philippines,2633,107,4.063805545005697
India,2543,72,2.8313016122689736
Japan,2495,62,2.4849699398797593
Luxembourg,2487,30,1.2062726176115801
Pakistan,2421,34,1.4043783560512184
Saudi Arabia,1885,21,1.1140583554376657
Thailand,1875,15,0.8
Indonesia,1790,170,9.497206703910614
Greece,1544,53,3.432642487046632
Finland,1518,19,1.251646903820817
South Africa,1462,5,0.3419972640218878
Peru,1414,55,3.889674681753889
Dominican Republic,1380,60,4.3478260869565215
Mexico,1378,37,2.6850507982583456
Iceland,1319,4,0.3032600454890068
Panama,1317,32,2.4297646165527715
Serbia,1171,31,2.6473099914602902
Colombia,1161,19,1.636520241171404
Argentina,1133,36,3.1774051191526915
Singapore,1049,4,0.3813155386081983
United Arab Emirates,1024,8,0.78125
Croatia,1011,7,0.6923837784371909
Algeria,986,86,8.72210953346856
Qatar,949,3,0.31612223393045313
Slovenia,897,17,1.89520624303233
Ukraine,897,22,2.4526198439241917
Egypt,865,58,6.705202312138728
Estonia,858,11,1.282051282051282
New Zealand,797,1,0.12547051442910914
Iraq,772,54,6.994818652849741
Diamond Princess,712,11,1.544943820224719
Morocco,708,44,6.214689265536723
Armenia,663,7,1.0558069381598794
Lithuania,649,9,1.386748844375963
Bahrain,643,4,0.6220839813374806
Hungary,585,21,3.5897435897435894
Bosnia and Herzegovina,533,16,3.0018761726078798
Moldova,505,6,1.188118811881188
Lebanon,494,16,3.2388663967611335
Latvia,458,0,0.0
Bulgaria,457,10,2.1881838074398248
Tunisia,455,14,3.076923076923077
Kazakhstan,435,3,0.6896551724137931
Andorra,428,15,3.5046728971962615
Slovakia,426,1,0.2347417840375587
Azerbaijan,400,5,1.25
Costa Rica,396,2,0.5050505050505051
North Macedonia,384,11,2.864583333333333
Cyprus,356,10,2.8089887640449436
Uruguay,350,4,1.1428571428571428
Kuwait,342,0,0.0
Taiwan*,339,5,1.4749262536873156
Cameroon,306,7,2.287581699346405
Belarus,304,4,1.3157894736842104
Jordan,299,5,1.6722408026755853
Burkina Faso,288,16,5.555555555555555
Albania,277,16,5.776173285198556
Afghanistan,273,6,2.197802197802198
San Marino,245,30,12.244897959183673
Cuba,233,6,2.575107296137339
Vietnam,233,0,0.0
Oman,231,1,0.4329004329004329
Honduras,219,14,6.392694063926941
Uzbekistan,205,2,0.975609756097561
Ghana,204,5,2.450980392156863
Malta,196,0,0.0
Senegal,195,1,0.5128205128205128
Cote d'Ivoire,194,1,0.5154639175257731
Nigeria,184,2,1.0869565217391304
Mauritius,169,7,4.142011834319527
West Bank and Gaza,161,1,0.6211180124223602
Sri Lanka,151,4,2.6490066225165565
Venezuela,146,5,3.4246575342465753
Montenegro,144,2,1.3888888888888888
Georgia,134,0,0.0
Congo (Kinshasa),134,13,9.701492537313433
Brunei,133,1,0.7518796992481203
Kosovo,125,1,0.8
Bolivia,123,8,6.504065040650407
Kyrgyzstan,116,0,0.0
Cambodia,110,0,0.0
Kenya,110,3,2.727272727272727
Niger,98,5,5.1020408163265305
Trinidad and Tobago,94,5,5.319148936170213
Rwanda,84,0,0.0
Paraguay,77,3,3.896103896103896
Liechtenstein,75,0,0.0
Monaco,60,1,1.6666666666666667
Madagascar,59,0,0.0
Bangladesh,56,6,10.714285714285714
Guinea,52,0,0.0
Jamaica,47,3,6.382978723404255
Guatemala,47,1,2.127659574468085
Barbados,46,0,0.0
Uganda,45,0,0.0
El Salvador,41,2,4.878048780487805
Djibouti,40,0,0.0
Togo,39,2,5.128205128205128
Zambia,39,1,2.564102564102564
Mali,36,3,8.333333333333332
Ethiopia,29,0,0.0
Bahamas,24,1,4.166666666666666
Congo (Brazzaville),22,2,9.090909090909092
Eritrea,22,0,0.0
Gabon,21,1,4.761904761904762
Burma,20,1,5.0
Tanzania,20,1,5.0
Maldives,19,0,0.0
Guyana,19,4,21.052631578947366
Haiti,16,0,0.0
Syria,16,2,12.5
Equatorial Guinea,15,0,0.0
Mongolia,14,0,0.0
Namibia,14,0,0.0
Saint Lucia,13,0,0.0
Benin,13,0,0.0
Dominica,12,0,0.0
Libya,11,1,9.090909090909092
Seychelles,10,0,0.0
Suriname,10,0,0.0
Laos,10,0,0.0
Grenada,10,0,0.0
Mozambique,10,0,0.0
Guinea-Bissau,9,0,0.0
Antigua and Barbuda,9,0,0.0
MS Zaandam,9,2,22.22222222222222
Eswatini,9,0,0.0
Zimbabwe,9,1,11.11111111111111
Saint Kitts and Nevis,9,0,0.0
Angola,8,2,25.0
Sudan,8,2,25.0
Chad,8,0,0.0
Fiji,7,0,0.0
Holy See,7,0,0.0
Liberia,6,0,0.0
Nepal,6,0,0.0
Mauritania,6,1,16.666666666666664
Cabo Verde,6,1,16.666666666666664
Nicaragua,5,1,20.0
Bhutan,5,0,0.0
Somalia,5,0,0.0
Gambia,4,1,25.0
Botswana,4,1,25.0
Belize,3,0,0.0
Central African Republic,3,0,0.0
Burundi,3,0,0.0
Malawi,3,0,0.0
Sierra Leone,2,0,0.0
Saint Vincent and the Grenadines,2,0,0.0
Papua New Guinea,1,0,0.0
Timor-Leste,1,0,0.0
