Country_Region,Confirmed,Deaths,Mortality Rate
US,366667,10783,2.9408155083495378
Spain,136675,13341,9.76111212730931
Italy,132547,16523,12.465766860057187
Germany,103374,1810,1.75092382997659
France,98963,8926,9.019532552570153
China,82665,3335,4.034355531361519
Iran,60500,3739,6.180165289256198
United Kingdom,52279,5385,10.300503070066375
Turkey,30217,649,2.1477975973789585
Switzerland,21657,765,3.532345200166228
Belgium,20814,1632,7.840876333237244
Netherlands,18926,1874,9.901722498150692
Canada,16563,339,2.0467306647346497
Austria,12297,220,1.7890542408717574
Brazil,12161,564,4.637776498643204
Portugal,11730,311,2.6513213981244674
"Korea, South",10284,186,1.8086347724620768
Israel,8904,57,0.6401617250673854
Sweden,7206,477,6.619483763530392
Russia,6343,47,0.7409743023805769
Norway,5865,76,1.2958226768968457
Australia,5797,40,0.6900120752113161
Ireland,5364,174,3.2438478747203576
Denmark,4875,187,3.835897435897436
Czechia,4822,78,1.6175860638739115
Chile,4815,37,0.7684319833852544
India,4778,136,2.8463792381749684
Poland,4413,107,2.4246544300929074
Romania,4057,176,4.3381809218634455
Malaysia,3793,62,1.6345900342736621
Pakistan,3766,53,1.4073287307488052
Ecuador,3747,191,5.097411262343208
Philippines,3660,163,4.453551912568305
Japan,3654,85,2.3262178434592227
Luxembourg,2843,41,1.4421385860007034
Saudi Arabia,2605,38,1.45873320537428
Peru,2561,92,3.5923467395548614
Indonesia,2491,209,8.390204737053391
Thailand,2220,26,1.1711711711711712
Serbia,2200,58,2.6363636363636362
Finland,2176,27,1.2408088235294117
Mexico,2143,94,4.386374241717219
United Arab Emirates,2076,11,0.5298651252408477
Panama,1988,54,2.716297786720322
Qatar,1832,4,0.21834061135371177
Dominican Republic,1828,86,4.704595185995624
Greece,1755,79,4.501424501424502
South Africa,1686,12,0.7117437722419928
Colombia,1579,46,2.9132362254591513
Iceland,1562,6,0.3841229193341869
Argentina,1554,48,3.088803088803089
Algeria,1423,173,12.157413914265636
Singapore,1375,6,0.4363636363636364
Egypt,1322,85,6.429652042360061
Ukraine,1319,38,2.8809704321455647
Croatia,1222,16,1.309328968903437
Morocco,1120,80,7.142857142857142
Estonia,1108,19,1.7148014440433215
New Zealand,1106,1,0.09041591320072333
Iraq,1031,64,6.207565470417071
Slovenia,1021,30,2.9382957884427032
Moldova,965,19,1.9689119170984457
Lithuania,843,15,1.7793594306049825
Armenia,833,8,0.9603841536614646
Bahrain,756,4,0.5291005291005291
Hungary,744,38,5.10752688172043
Diamond Princess,712,11,1.544943820224719
Belarus,700,13,1.8571428571428572
