Country/Region,Confirmed,Deaths,Mortality Rate
Mainland China,77152,2593,3.360897967648279
South Korea,833,8,0.9603841536614646
Others,691,3,0.43415340086830684
Italy,229,7,3.056768558951965
Japan,159,1,0.628930817610063
Singapore,89,0,0.0
Hong Kong,79,2,2.5316455696202533
Iran,61,12,19.672131147540984
US,53,0,0.0
Thailand,35,0,0.0
Taiwan,30,1,3.3333333333333335
Malaysia,22,0,0.0
Australia,22,0,0.0
Vietnam,16,0,0.0
Germany,16,0,0.0
UK,13,0,0.0
United Arab Emirates,13,0,0.0
France,12,1,8.333333333333332
Macau,10,0,0.0
Canada,10,0,0.0
Philippines,3,1,33.33333333333333
India,3,0,0.0
Oman,2,0,0.0
Russia,2,0,0.0
Spain,2,0,0.0
Lebanon,1,0,0.0
Sweden,1,0,0.0
Bahrain,1,0,0.0
Belgium,1,0,0.0
Cambodia,1,0,0.0
Egypt,1,0,0.0
Finland,1,0,0.0
Sri Lanka,1,0,0.0
Kuwait,1,0,0.0
Iraq,1,0,0.0
Nepal,1,0,0.0
Israel,1,0,0.0
Afghanistan,1,0,0.0
