Country_Region,Confirmed,Deaths,Mortality Rate
US,580619,23528,4.052227019784058
Spain,170099,17756,10.438626917265829
Italy,159516,20465,12.829434037964843
France,137875,14986,10.86926563916591
Germany,130072,3194,2.4555630727597024
United Kingdom,89570,11347,12.66830411968293
China,83213,3345,4.01980459783928
Iran,73303,4585,6.254859964803623
Turkey,61049,1296,2.122884895739488
Belgium,30589,3903,12.759488705090066
Netherlands,26710,2833,10.606514414077123
Switzerland,25688,1138,4.430084085954531
Canada,25680,780,3.0373831775700935
Brazil,23430,1328,5.66794707639778
Russia,18328,148,0.8075076385857703
Portugal,16934,535,3.1593244360458255
Austria,14041,368,2.620895947582081
Israel,11586,116,1.0012083549110995
Sweden,10948,919,8.394227256119839
Ireland,10647,365,3.4281957358880435
"Korea, South",10537,217,2.0594096991553577
India,10453,358,3.424854108868267
Peru,9784,216,2.2076860179885527
Ecuador,7529,355,4.715101607119139
Chile,7525,82,1.089700996677741
Japan,7370,123,1.6689280868385348
Poland,6934,245,3.533314104413037
Romania,6633,331,4.990200512588572
Norway,6603,134,2.029380584582765
Denmark,6513,285,4.375863657300783
Australia,6351,61,0.9604786647772005
Czechia,6059,143,2.3601254332398085
Pakistan,5496,93,1.6921397379912666
Saudi Arabia,4934,65,1.31738954195379
Philippines,4932,315,6.386861313868613
Malaysia,4817,77,1.5985052937512976
Mexico,4661,296,6.350568547521991
Indonesia,4557,399,8.755760368663594
United Arab Emirates,4521,25,0.5529750055297501
Serbia,4054,85,2.096694622594968
Panama,3400,87,2.558823529411765
Luxembourg,3292,69,2.0959902794653704
Qatar,3231,7,0.2166511915815537
Dominican Republic,3167,177,5.588885380486264
Ukraine,3102,93,2.998065764023211
Finland,3064,59,1.925587467362924
Belarus,2919,29,0.9934909215484755
Singapore,2918,9,0.3084304318026045
Colombia,2852,112,3.9270687237026647
Thailand,2579,40,1.5509887553315238
South Africa,2272,27,1.1883802816901408
Argentina,2208,97,4.393115942028985
Egypt,2190,164,7.488584474885844
Greece,2145,99,4.615384615384616
Algeria,1983,313,15.784165405950578
Morocco,1763,126,7.146908678389109
Moldova,1712,35,2.0443925233644857
Iceland,1711,8,0.46756282875511396
Croatia,1650,25,1.5151515151515151
Hungary,1458,109,7.475994513031551
Iraq,1378,78,5.660377358490567
Bahrain,1361,6,0.440852314474651
New Zealand,1349,5,0.37064492216456635
Estonia,1332,28,2.1021021021021022
Kuwait,1300,2,0.15384615384615385
Slovenia,1212,55,4.537953795379538
Azerbaijan,1148,12,1.0452961672473868
Kazakhstan,1091,12,1.0999083409715857
Lithuania,1062,24,2.2598870056497176
Armenia,1039,14,1.3474494706448508
