Country_Region,Confirmed,Deaths,Mortality Rate
US,429052,14695,3.424992774768559
Spain,148220,14792,9.979759816489004
Italy,139422,17669,12.673035819311156
France,113959,10887,9.553435884835775
Germany,113296,2349,2.0733300381302078
China,82809,3337,4.029755219843254
Iran,64586,3993,6.182454401882761
United Kingdom,61474,7111,11.567491947815336
Turkey,38226,812,2.124208653795846
Belgium,23403,2240,9.57142246720506
Switzerland,23280,895,3.8445017182130585
Netherlands,20682,2255,10.90320085098153
Canada,19141,407,2.1263256883130452
Brazil,16170,819,5.0649350649350655
Portugal,13141,380,2.891712959439921
Austria,12942,273,2.1094112192860455
"Korea, South",10384,200,1.9260400616332818
Israel,9404,73,0.7762654189706508
Russia,8672,63,0.7264760147601476
Sweden,8419,687,8.160114027794275
Norway,6086,101,1.6595465001643117
Ireland,6074,235,3.8689496213368457
Australia,6010,50,0.8319467554076538
India,5916,178,3.008789722785666
Denmark,5597,218,3.8949437198499193
Chile,5546,48,0.865488640461594
Czechia,5312,99,1.8637048192771084
Poland,5205,159,3.054755043227666
Romania,4761,220,4.620877966813695
Ecuador,4450,242,5.438202247191011
Peru,4342,121,2.7867342238599724
Pakistan,4263,61,1.4309171944639925
Japan,4257,93,2.1846370683579983
Malaysia,4119,65,1.5780529254673463
Philippines,3870,182,4.702842377260982
Luxembourg,3034,46,1.5161502966381015
Indonesia,2956,240,8.119079837618404
Saudi Arabia,2932,41,1.3983628922237379
Mexico,2785,141,5.062836624775584
Serbia,2666,65,2.4381095273818456
United Arab Emirates,2659,12,0.45129748025573524
Finland,2487,40,1.6083634901487736
Thailand,2369,30,1.2663571127057829
Panama,2249,59,2.6233881725211203
Qatar,2210,6,0.27149321266968324
Dominican Republic,2111,108,5.11605873993368
Colombia,2054,54,2.6290165530671863
Greece,1884,83,4.40552016985138
South Africa,1845,18,0.975609756097561
Argentina,1715,63,3.6734693877551026
Ukraine,1668,52,3.117505995203837
Singapore,1623,6,0.36968576709796674
Iceland,1616,6,0.3712871287128713
Algeria,1572,205,13.040712468193385
Egypt,1560,103,6.602564102564103
Croatia,1343,19,1.4147431124348473
Morocco,1275,93,7.294117647058823
New Zealand,1210,1,0.08264462809917356
Iraq,1202,69,5.740432612312811
