Country_Region,Confirmed,Deaths,Mortality Rate
US,555313,22019,3.965151185007374
Spain,166831,17209,10.315229184024552
Italy,156363,19899,12.726156443659944
France,133670,14412,10.781776015560709
Germany,127854,3022,2.3636335194831606
United Kingdom,85206,10629,12.474473628617703
China,83134,3343,4.021218755262588
Iran,71686,4474,6.241107050191111
Turkey,56956,1198,2.1033780462111107
Belgium,29647,3600,12.142881235875468
Netherlands,25746,2747,10.669618581527228
Switzerland,25415,1106,4.351760771198111
Canada,24299,713,2.9342771307461213
Brazil,22192,1223,5.510994953136265
Portugal,16585,504,3.038890563762436
Russia,15770,130,0.8243500317057704
Austria,13945,350,2.509860164933668
Israel,11145,103,0.924181247196052
"Korea, South",10512,214,2.0357686453576864
Sweden,10483,899,8.57578937327101
Ireland,9655,334,3.4593474883480058
India,9205,331,3.5958718087995654
Peru,7519,193,2.5668306955712197
Ecuador,7466,333,4.460219662469863
Chile,7213,80,1.1091085539997227
Japan,6748,108,1.6004742145820983
Poland,6674,232,3.4761762061732093
Norway,6525,128,1.9616858237547892
Denmark,6369,273,4.286387187941592
Australia,6315,60,0.9501187648456058
Romania,6300,316,5.015873015873016
Czechia,5991,138,2.303455182774161
Pakistan,5230,91,1.7399617590822178
Malaysia,4683,76,1.6228913089899637
Philippines,4648,297,6.389845094664372
Saudi Arabia,4462,59,1.3222770058269833
Indonesia,4241,373,8.795095496345201
Mexico,4219,273,6.470727660583077
United Arab Emirates,4123,22,0.5335920446276983
Serbia,3630,80,2.203856749311295
Luxembourg,3281,66,2.011581834806462
Panama,3234,79,2.442795299938157
Qatar,2979,7,0.23497818059751593
Finland,2974,56,1.882985877605918
Dominican Republic,2967,173,5.830805527468823
Ukraine,2777,83,2.9888368743248113
Colombia,2776,109,3.926512968299712
Belarus,2578,26,1.008533747090768
Thailand,2551,38,1.4896119168953352
Singapore,2532,8,0.315955766192733
South Africa,2173,25,1.150483202945237
Argentina,2142,90,4.201680672268908
Greece,2114,98,4.635761589403973
Egypt,2065,159,7.699757869249395
Algeria,1914,293,15.308254963427379
Iceland,1701,8,0.4703115814226925
Moldova,1662,31,1.865222623345367
Morocco,1661,118,7.104154124021673
Croatia,1600,23,1.4375
Hungary,1410,99,7.021276595744681
Iraq,1352,76,5.621301775147929
New Zealand,1330,4,0.30075187969924816
Estonia,1309,25,1.9098548510313216
Kuwait,1234,1,0.08103727714748785
Slovenia,1205,53,4.398340248962656
Bahrain,1136,6,0.528169014084507
Azerbaijan,1098,11,1.0018214936247722
Lithuania,1053,23,2.184235517568851
Armenia,1013,13,1.2833168805528135
Bosnia and Herzegovina,1009,39,3.865213082259663
Kazakhstan,951,10,1.0515247108307046
Uzbekistan,865,4,0.46242774566473993
North Macedonia,828,34,4.1062801932367154
Cameroon,820,12,1.4634146341463417
Slovakia,742,2,0.2695417789757413
Diamond Princess,712,11,1.544943820224719
Tunisia,707,31,4.384724186704385
Bulgaria,675,29,4.296296296296296
Cuba,669,18,2.690582959641256
Latvia,651,5,0.7680491551459293
Andorra,638,29,4.545454545454546
Cyprus,633,11,1.7377567140600316
Lebanon,630,20,3.1746031746031744
Bangladesh,621,34,5.475040257648954
Afghanistan,607,18,2.9654036243822075
Oman,599,4,0.667779632721202
Costa Rica,595,3,0.5042016806722689
Cote d'Ivoire,574,5,0.8710801393728222
Ghana,566,8,1.4134275618374559
Niger,529,12,2.2684310018903595
Burkina Faso,497,27,5.432595573440644
Uruguay,480,7,1.4583333333333333
Albania,446,23,5.15695067264574
Honduras,393,25,6.361323155216285
Jordan,389,7,1.7994858611825193
Taiwan*,388,6,1.5463917525773196
Malta,378,3,0.7936507936507936
